customerkey,FirstName,LastName,MiddleName,AddressLine1,AddressLine2,City,StateProvinceCode,StateProvinceName,EnglishCountryRegionName,CountryRegionCode,PostalCode,Phone,maritalstatus,EmailAddress,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer,ClothingBuyer,AccessoryBuyer,ComponentBuyer
17031,Grace,Thomas,L,3994 Sucamore Drive,NULL,Fremont,CA,California,United States,US,94536,958-555-0194,Married,grace10@adventure-works.com,Female,60000,5,4,Bachelors,Professional,1,1,2-5 Miles,North America,50,0,1,1,0
17032,Alexandria,Flores,NULL,3448 Concord,NULL,Burbank,CA,California,United States,US,91502,111-555-0183,Married,alexandria12@adventure-works.com,Female,60000,5,4,Bachelors,Professional,1,1,2-5 Miles,North America,50,0,0,1,0
17033,Carson,Long,NULL,4917 Violet Ct.,NULL,Chula Vista,CA,California,United States,US,91910,474-555-0183,Single,carson8@adventure-works.com,Male,60000,5,4,Bachelors,Professional,1,1,2-5 Miles,North America,45,0,1,1,0
17034,Lauren,Clark,NULL,2221 Teak Court,NULL,Metchosin,BC,British Columbia,Canada,CA,V9,819-555-0134,Single,lauren37@adventure-works.com,Female,60000,4,3,Bachelors,Professional,1,0,2-5 Miles,North America,51,1,1,0,0
17035,Jordan,Flores,NULL,1290 Arguello Blvd.,NULL,Yakima,WA,Washington,United States,US,98901,192-555-0177,Married,jordan9@adventure-works.com,Male,60000,4,3,Bachelors,Professional,1,1,2-5 Miles,North America,50,0,1,1,0
17036,Savannah,Perez,J,445 Bishop Drive,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,554-555-0191,Married,savannah34@adventure-works.com,Female,70000,5,5,Graduate Degree,Professional,0,3,10+ Miles,North America,45,0,1,1,0
17037,Kenneth,Nath,W,1872 Chance Drive,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,155-555-0111,Married,kenneth15@adventure-works.com,Male,80000,4,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,50,1,0,1,0
17038,Ernest,Wang,NULL,673 Hawes St.,# 119 A,Coronado,CA,California,United States,US,92118,212-555-0184,Single,ernest1@adventure-works.com,Male,80000,4,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,51,1,0,1,0
17039,Ariana,Watson,NULL,2468 Alexander Pl,NULL,Long Beach,CA,California,United States,US,90802,582-555-0147,Married,ariana0@adventure-works.com,Female,60000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,52,1,1,1,0
17040,Adam,Henderson,NULL,9152 L St.,NULL,Everett,WA,Washington,United States,US,98201,200-555-0144,Married,adam3@adventure-works.com,Male,60000,1,0,Bachelors,Professional,1,1,0-1 Miles,North America,46,1,1,1,0
17041,Connor,Perry,NULL,5492 Dartmouth Way,NULL,Olympia,WA,Washington,United States,US,98501,753-555-0111,Married,connor4@adventure-works.com,Male,60000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,51,1,0,0,0
17042,Tyler,Jackson,L,7720 Breaker Dr.,NULL,Tacoma,WA,Washington,United States,US,98403,753-555-0111,Married,tyler0@adventure-works.com,Male,60000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,40,1,0,1,0
17043,Isabella,Bennett,K,6445 Cashew Street,NULL,Marysville,WA,Washington,United States,US,98270,952-555-0130,Married,isabella12@adventure-works.com,Female,60000,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,41,1,1,1,0
17044,Ana,Hayes,NULL,7893 Carson Street,NULL,Renton,WA,Washington,United States,US,98055,620-555-0195,Married,ana21@adventure-works.com,Female,80000,5,4,Graduate Degree,Management,1,0,0-1 Miles,North America,51,0,0,1,0
17116,Alison,Nath,J,6014 La Vista Circle,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,214-555-0174,Single,alison19@adventure-works.com,Female,40000,3,3,Partial College,Clerical,1,2,1-2 Miles,North America,30,1,1,1,0
17117,Lydia,Prasad,NULL,6812 Sands Circle,# 163,Colma,CA,California,United States,US,94014,261-555-0151,Married,lydia8@adventure-works.com,Female,40000,3,3,Partial College,Clerical,0,2,0-1 Miles,North America,35,0,0,1,0
17118,Sara,Blue,NULL,1719 S St.,NULL,Bremerton,WA,Washington,United States,US,98312,261-555-0178,Single,sara15@adventure-works.com,Female,30000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,35,1,1,1,0
17119,Isabella,Harris,NULL,9473 Camino Solano,NULL,Shawnee,BC,British Columbia,Canada,CA,V8Z 4N5,893-555-0187,Single,isabella69@adventure-works.com,Female,40000,4,4,Partial College,Clerical,1,1,0-1 Miles,North America,34,0,1,1,0
17120,Michele,Raje,E,6837 Pirate Lane,NULL,Clay,NY,New York,United States,US,13041,941-555-0124,Single,michele14@adventure-works.com,Female,60000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,1,0,1,0
17121,Lucas,Bryant,NULL,6949 Miguel Dr.,NULL,Seattle,WA,Washington,United States,US,98104,980-555-0166,Single,lucas66@adventure-works.com,Male,60000,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,38,1,0,1,0
17122,Gabrielle,Gonzalez,NULL,4334 Coastal Blvd.,NULL,Bellflower,CA,California,United States,US,90706,970-555-0178,Single,gabrielle52@adventure-works.com,Female,60000,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,44,0,1,1,0
17123,Pedro,Romero,NULL,7943 C. Mounthood,NULL,Colma,CA,California,United States,US,94014,742-555-0172,Married,pedro29@adventure-works.com,Male,30000,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,56,1,1,1,0
17124,Kaitlin,Madan,NULL,7887 Twinview Place,NULL,Burien,WA,Washington,United States,US,98168,732-555-0156,Married,kaitlin7@adventure-works.com,Female,30000,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,56,1,1,1,0
17125,Paige,Rogers,H,3515 Bishop Drive,NULL,Victoria,BC,British Columbia,Canada,CA,V8V,636-555-0182,Married,paige44@adventure-works.com,Female,20000,3,0,Partial High School,Manual,0,2,0-1 Miles,North America,49,1,0,0,0
17126,Natalie,Perry,NULL,9746 Valley Blvd.,NULL,Shawnee,BC,British Columbia,Canada,CA,V9B 2C3,903-555-0191,Single,natalie30@adventure-works.com,Female,70000,4,0,Bachelors,Management,0,2,1-2 Miles,North America,65,0,1,1,0
17127,Makayla,Gray,A,9442 Lacanda,NULL,Puyallup,WA,Washington,United States,US,98371,133-555-0124,Single,makayla6@adventure-works.com,Female,40000,4,0,High School,Professional,1,2,10+ Miles,North America,64,1,1,1,0
17128,Fernando,Alexander,NULL,8158 Granada Dr.,NULL,Torrance,CA,California,United States,US,90505,545-555-0189,Single,fernando60@adventure-works.com,Male,40000,4,0,High School,Professional,1,2,10+ Miles,North America,64,1,0,1,0
17129,Gabrielle,Powell,F,36 Sand Pointe Lane,NULL,Coronado,CA,California,United States,US,92118,259-555-0129,Single,gabrielle31@adventure-works.com,Female,40000,4,0,High School,Professional,1,2,10+ Miles,North America,64,1,0,1,0
17130,Janet,Turner,M,9618 Fall Creek Road,NULL,National City,CA,California,United States,US,91950,490-555-0119,Single,janet32@adventure-works.com,Female,70000,4,0,Bachelors,Management,1,2,10+ Miles,North America,58,0,1,1,0
17131,Lauren,Henderson,E,5415 San Gabriel Dr.,NULL,Seattle,WA,Washington,United States,US,98104,232-555-0161,Single,lauren52@adventure-works.com,Female,70000,4,0,Bachelors,Management,1,2,2-5 Miles,North America,65,0,0,1,0
17132,Isabella,James,R,1354 Catnip Court,NULL,Tacoma,WA,Washington,United States,US,98403,527-555-0196,Single,isabella6@adventure-works.com,Female,70000,5,0,Bachelors,Management,1,2,10+ Miles,North America,64,0,0,1,0
17133,Lucas,Kelly,A,3539 Harris Circle,NULL,Marysville,WA,Washington,United States,US,98270,112-555-0153,Single,lucas73@adventure-works.com,Male,70000,5,0,Bachelors,Management,1,3,10+ Miles,North America,63,1,0,1,0
17134,Tabitha,Mehta,I,2609 Amarillo,NULL,Bellingham,WA,Washington,United States,US,98225,447-555-0117,Single,tabitha11@adventure-works.com,Female,70000,5,0,Bachelors,Management,0,4,2-5 Miles,North America,63,1,0,1,0
17135,Richard,Edwards,P,8814 Fieldbrook Pl,NULL,Woodburn,OR,Oregon,United States,US,97071,736-555-0187,Single,richard38@adventure-works.com,Male,70000,5,0,Bachelors,Management,1,4,10+ Miles,North America,63,1,1,1,0
17136,Glenn,Ye,L,661 Cardinal Dr,NULL,Beaverton,OR,Oregon,United States,US,97005,599-555-0144,Single,glenn10@adventure-works.com,Male,70000,5,0,Bachelors,Management,1,4,10+ Miles,North America,63,1,0,1,0
17137,Jason,Washington,NULL,5784 Holiday Hill Dr,NULL,Issaquah,WA,Washington,United States,US,98027,863-555-0165,Single,jason10@adventure-works.com,Male,60000,4,0,Bachelors,Management,1,2,10+ Miles,North America,63,0,0,1,0
17138,Melanie,Jenkins,NULL,8741 Crow Street,NULL,El Cajon,CA,California,United States,US,92020,314-555-0174,Single,melanie22@adventure-works.com,Female,60000,4,0,Bachelors,Management,1,2,10+ Miles,North America,58,0,0,1,0
17139,Jade,Rivera,NULL,8725 San Benito Drive,NULL,San Carlos,CA,California,United States,US,94070,942-555-0154,Single,jade14@adventure-works.com,Female,70000,2,1,Partial College,Professional,1,1,2-5 Miles,North America,62,1,0,1,0
17140,Sean,Peterson,R,216 Smoking Tree Court,NULL,Redmond,WA,Washington,United States,US,98052,732-555-0124,Married,sean12@adventure-works.com,Male,70000,2,1,Partial College,Professional,1,1,10+ Miles,North America,62,1,0,0,0
17141,Makayla,Rogers,NULL,5610 Easley Drive,NULL,Salem,OR,Oregon,United States,US,97301,112-555-0173,Single,makayla15@adventure-works.com,Female,70000,2,1,Partial College,Professional,1,1,2-5 Miles,North America,62,1,0,1,0
17142,Seth,Flores,NULL,3629 Warren St.,NULL,Glendale,CA,California,United States,US,91203,426-555-0128,Married,seth60@adventure-works.com,Male,60000,5,0,Bachelors,Management,1,3,10+ Miles,North America,62,1,0,1,0
17143,David,Ross,M,405 Scenic Avenue,NULL,Oak Bay,BC,British Columbia,Canada,CA,V8P,553-555-0132,Married,david36@adventure-works.com,Male,40000,2,1,High School,Professional,1,2,10+ Miles,North America,56,1,1,0,0
17144,Luis,Griffin,NULL,478 Grant St,NULL,Burien,WA,Washington,United States,US,98168,541-555-0186,Married,luis20@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,62,1,0,1,0
17145,Sarah,Bennett,NULL,9474 Rose Street,NULL,Concord,CA,California,United States,US,94519,996-555-0117,Single,sarah26@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,51,0,1,1,0
17146,Juan,Cook,NULL,8055 Corrinne Court,NULL,Glendale,CA,California,United States,US,91203,297-555-0123,Single,juan31@adventure-works.com,Male,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,62,0,0,1,0
17147,Jennifer,Nelson,NULL,9072 Roland Drive,NULL,Langley,BC,British Columbia,Canada,CA,V3A 4R2,144-555-0150,Single,jennifer11@adventure-works.com,Female,40000,2,1,High School,Professional,1,2,10+ Miles,North America,60,1,0,0,0
17148,Hailey,Henderson,C,6535 Warmcastle Ct.,NULL,Oak Bay,BC,British Columbia,Canada,CA,V8P,321-555-0174,Single,hailey26@adventure-works.com,Female,40000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,60,1,1,0,0
17149,Steven,Richardson,NULL,9270 Lakewood Court,NULL,Marysville,WA,Washington,United States,US,98270,678-555-0118,Married,steven19@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,55,1,0,1,0
17150,Wyatt,Wright,R,1803 Olive Hill,NULL,Milwaukie,OR,Oregon,United States,US,97222,142-555-0117,Married,wyatt30@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,55,1,0,1,0
17151,Jasmine,Alexander,A,9777 Mozden Lane,NULL,Puyallup,WA,Washington,United States,US,98371,617-555-0190,Single,jasmine58@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,55,0,0,1,0
17152,Jack,Wang,L,6046 Dale Pl,NULL,Woodburn,OR,Oregon,United States,US,97071,387-555-0167,Single,jack25@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,60,0,0,1,0
17153,Devin,Butler,M,3676 Palms Dr.,NULL,Burbank,CA,California,United States,US,91502,536-555-0145,Married,devin52@adventure-works.com,Male,60000,2,1,Bachelors,Management,1,0,2-5 Miles,North America,61,1,1,1,0
17154,Geoffrey,Martinez,L,1305 Rain Drop Circle,NULL,Burbank,CA,California,United States,US,91502,368-555-0168,Married,geoffrey15@adventure-works.com,Male,60000,2,1,Bachelors,Management,1,0,2-5 Miles,North America,60,1,0,1,0
17155,Samuel,Lewis,H,2172 Almond Drive,NULL,El Cajon,CA,California,United States,US,92020,116-555-0112,Married,samuel71@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,0,10+ Miles,North America,60,0,1,1,0
17156,Hailey,Gonzales,N,5004 Mazatlan,NULL,Novato,CA,California,United States,US,94947,162-555-0192,Single,hailey37@adventure-works.com,Female,70000,4,1,Partial College,Professional,1,2,10+ Miles,North America,44,1,1,1,0
17157,Wyatt,Johnson,NULL,5297 Algiers Drive,NULL,Woodland Hills,CA,California,United States,US,91364,582-555-0166,Married,wyatt1@adventure-works.com,Male,70000,5,1,Partial College,Professional,1,2,10+ Miles,North America,60,1,0,1,0
17158,Mitchell,Nara,NULL,21 Redhead Way,NULL,Bellingham,WA,Washington,United States,US,98225,313-555-0112,Married,mitchell14@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,59,0,0,1,0
17159,Kellie,Ruiz,NULL,9905 North 29th St.,NULL,Bellingham,WA,Washington,United States,US,98225,183-555-0136,Single,kellie2@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,59,1,0,1,0
17160,Louis,Andersen,NULL,1061 Delta Fair Blvd.,NULL,Bremerton,WA,Washington,United States,US,98312,735-555-0182,Married,louis29@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,60,0,0,1,0
17161,Katherine,Lopez,NULL,6986 Countrywood Ct.,NULL,Kirkland,WA,Washington,United States,US,98033,640-555-0134,Single,katherine69@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,59,0,0,1,0
17162,Rachel,Blue,NULL,1061 Delta Fair Blvd.,NULL,Milwaukie,OR,Oregon,United States,US,97222,296-555-0134,Single,rachel50@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,60,0,0,1,0
17163,Edward,Adams,NULL,9108 San Miguel Drive,NULL,Berkeley,CA,California,United States,US,94704,947-555-0187,Married,edward8@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,1,2-5 Miles,North America,59,1,0,1,0
17164,Ryan,Clark,S,156 Ulfinian Way,NULL,Burlingame,CA,California,United States,US,94010,502-555-0183,Married,ryan55@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,1,2-5 Miles,North America,60,0,0,1,0
17165,Isaac,Gonzalez,E,7509 Sanford St.,NULL,Lakewood,CA,California,United States,US,90712,110-555-0177,Single,isaac30@adventure-works.com,Male,70000,4,2,Partial College,Professional,1,1,10+ Miles,North America,59,0,0,1,0
17166,Joshua,Several,R.,3880 95th St.,NULL,Beaverton,OR,Oregon,United States,US,97005,194-555-0100,Married,joshua1@adventure-works.com,Male,60000,2,1,High School,Professional,1,2,2-5 Miles,North America,58,0,0,1,0
17167,Thomas,Jenkins,R,5023 Scenic Avenue,NULL,Bremerton,WA,Washington,United States,US,98312,342-555-0170,Married,thomas8@adventure-works.com,Male,60000,2,1,High School,Professional,1,2,2-5 Miles,North America,53,1,0,1,0
17168,Jada,Perez,NULL,9162 California Street,NULL,Port Orchard,WA,Washington,United States,US,98366,527-555-0162,Single,jada24@adventure-works.com,Female,60000,2,1,High School,Professional,1,2,10+ Miles,North America,53,0,0,1,0
17169,Emily,Taylor,NULL,6725 Arata Way,NULL,Burlingame,CA,California,United States,US,94010,226-555-0120,Married,emily9@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,58,0,0,1,0
17170,Jasmine,James,NULL,385 Joan Ave,NULL,Fremont,CA,California,United States,US,94536,494-555-0154,Married,jasmine36@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,58,0,1,1,0
17171,Katherine,Clark,NULL,1700 C Street,NULL,Spring Valley,CA,California,United States,US,91977,436-555-0189,Single,katherine90@adventure-works.com,Female,70000,4,2,Partial College,Professional,1,2,10+ Miles,North America,58,1,0,1,0
17172,Jesse,Adams,M,4682 Birch Bark Rd.,NULL,Lemon Grove,CA,California,United States,US,91945,626-555-0110,Married,jesse39@adventure-works.com,Male,70000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,58,0,1,1,0
17173,David,Bryant,A,6347 Brookview Drive,NULL,Berkeley,CA,California,United States,US,94704,313-555-0193,Single,david51@adventure-works.com,Male,70000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,57,0,0,1,0
17174,Angelica,Wood,M,7073 Boxer Blvd,NULL,Coronado,CA,California,United States,US,92118,803-555-0126,Single,angelica1@adventure-works.com,Female,70000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,57,0,0,1,0
17175,Amanda,Roberts,NULL,6929 Citrus Ave.,NULL,Sooke,BC,British Columbia,Canada,CA,V0,233-555-0116,Single,amanda47@adventure-works.com,Female,70000,2,1,Partial High School,Skilled Manual,1,3,10+ Miles,North America,57,1,0,1,0
17176,Isaac,Ward,M,8380 Toyon Dr.,NULL,Coronado,CA,California,United States,US,92118,272-555-0189,Single,isaac12@adventure-works.com,Male,70000,2,1,Partial High School,Skilled Manual,1,3,10+ Miles,North America,57,1,0,1,0
17177,Richard,Hayes,NULL,5805 West 46th St,NULL,Lincoln Acres,CA,California,United States,US,91950,858-555-0127,Married,richard78@adventure-works.com,Male,60000,2,1,High School,Professional,1,2,10+ Miles,North America,57,0,1,1,0
17178,Trisha,Liang,L,37 Peachwillow Lane,NULL,Beverly Hills,CA,California,United States,US,90210,757-555-0197,Married,trisha11@adventure-works.com,Female,60000,2,1,High School,Professional,1,2,10+ Miles,North America,57,0,1,1,0
17179,James,Henderson,NULL,2631 Springer Court,NULL,El Cajon,CA,California,United States,US,92020,174-555-0123,Single,james20@adventure-works.com,Male,60000,2,1,High School,Professional,1,2,10+ Miles,North America,41,0,1,1,0
17180,Timothy,Rogers,S,3184 Roskelley Dr.,NULL,Issaquah,WA,Washington,United States,US,98027,458-555-0158,Married,timothy21@adventure-works.com,Male,70000,4,3,Partial College,Professional,1,1,2-5 Miles,North America,56,0,1,1,0
17260,Sean,King,B,3347 Quigley Street,NULL,Lebanon,OR,Oregon,United States,US,97355,549-555-0144,Married,sean50@adventure-works.com,Male,90000,5,5,Partial College,Professional,1,3,0-1 Miles,North America,45,0,0,1,0
17261,Kyle,Shan,C,5871 Brown Drive,NULL,Yakima,WA,Washington,United States,US,98901,344-555-0150,Married,kyle27@adventure-works.com,Male,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,49,1,0,1,0
17262,Kristy,Martin,B,4566 Bermad Drive,NULL,Bellflower,CA,California,United States,US,90706,708-555-0182,Married,kristy0@adventure-works.com,Female,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,49,1,0,1,0
17263,Julia,Flores,E,8468 Buena Vista,NULL,N. Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,361-555-0138,Married,julia78@adventure-works.com,Female,60000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,45,1,0,0,0
17264,Ian,Smith,L,9713 Pome Court,NULL,Port Orchard,WA,Washington,United States,US,98366,723-555-0183,Single,ian1@adventure-works.com,Male,70000,1,0,Graduate Degree,Professional,1,1,2-5 Miles,North America,51,1,1,1,0
17265,Grace,Flores,C,6621 Polaris Dr.,NULL,Imperial Beach,CA,California,United States,US,91932,278-555-0159,Married,grace60@adventure-works.com,Female,70000,5,5,Graduate Degree,Professional,1,3,10+ Miles,North America,51,0,0,1,0
17266,Elijah,Hall,R,5414 Stonehedge Dr.,NULL,Sedro Woolley,WA,Washington,United States,US,98284,627-555-0146,Married,elijah48@adventure-works.com,Male,70000,5,5,Graduate Degree,Professional,1,3,10+ Miles,North America,50,0,0,1,0
17267,Abigail,Stewart,NULL,7772 Golden Meadow,NULL,Oakland,CA,California,United States,US,94611,110-555-0153,Married,abigail2@adventure-works.com,Female,80000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,46,1,0,1,0
17268,Alyssa,Hughes,NULL,5854 Onley Dr,NULL,Burien,WA,Washington,United States,US,98168,975-555-0124,Married,alyssa57@adventure-works.com,Female,80000,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,51,1,0,0,0
17269,Kevin,Russell,NULL,1029 Birchwood Dr,NULL,Olympia,WA,Washington,United States,US,98501,131-555-0124,Single,kevin22@adventure-works.com,Male,60000,3,2,Bachelors,Professional,0,0,0-1 Miles,North America,51,1,0,1,0
